species,elevation,soil_type,sepal_length,sepal_width,petal_length,petal_width,sepal_area,petal_area,sepal_aspect_ratio,petal_aspect_ratio,sepal_to_petal_length_ratio,sepal_to_petal_width_ratio,sepal_petal_length_diff,sepal_petal_width_diff,petal_curvature_mm,petal_texture_trichomes_per_mm2,leaf_area_cm2,sepal_area_sqrt,petal_area_sqrt,area_ratios
1,262.6,clay,5.78,3.04,4.85,1.45,17.5712,7.032499999999999,1.9013157894736843,3.3448275862068964,1.1917525773195878,2.0965517241379312,0.9300000000000006,1.59,7.93,19.8,63.33,4.191801522018904,2.6518861212352234,2.498570920725205
2,104.8,clay,6.95,3.19,5.45,2.7,22.1705,14.715000000000002,2.178683385579937,2.0185185185185186,1.275229357798165,1.1814814814814814,1.5,0.4899999999999997,14.67,11.82,85.71,4.7085560419304775,3.836013555763327,1.5066598708800545
0,80.3,loamy,5.12,3.04,1.56,0.3,15.5648,0.4679999999999999,1.6842105263157894,5.2,3.282051282051282,10.133333333333336,3.56,2.74,4.5,19.58,52.61,3.945224961900145,0.6841052550594827,33.25811965811966
0,252.9,loamy,4.42,2.22,1.41,0.24,9.8124,0.3384,1.9909909909909909,5.875,3.1347517730496457,9.250000000000002,3.01,1.98,5.14,23.58,35.23,3.1324750597570605,0.5817215828899595,28.996453900709223
1,194.2,sandy,7.2,1.96,4.03,1.05,14.112,4.2315000000000005,3.673469387755102,3.8380952380952382,1.7866004962779156,1.8666666666666665,3.17,0.91,7.97,12.67,56.48,3.756594202199647,2.0570610102765547,3.3349875930521087
0,134.3,clay,5.46,3.81,1.61,0.27,20.8026,0.4347,1.4330708661417322,5.962962962962963,3.391304347826087,14.11111111111111,3.85,3.54,4.64,19.59,57.36,4.560986735345763,0.6593178292750773,47.85507246376812
1,111.6,clay,6.17,2.91,3.97,1.75,17.9547,6.947500000000001,2.120274914089347,2.2685714285714287,1.5541561712846346,1.662857142857143,2.2,1.16,8.65,16.31,58.91,4.237298667783521,2.6358110706194404,2.584339690536164
0,297.1,clay,4.95,3.25,1.54,0.32,16.087500000000002,0.4928,1.5230769230769232,4.8125,3.2142857142857144,10.15625,3.41,2.93,4.88,15.84,50.1,4.010922587136282,0.7019971509913697,32.64508928571429
2,128.6,sandy,6.66,2.91,6.63,2.02,19.3806,13.3926,2.288659793814433,3.282178217821782,1.004524886877828,1.4405940594059403,0.0300000000000002,0.8900000000000001,16.6,4.36,74.39,4.402340286711149,3.659590140985736,1.4471125845616235
1,232.1,loamy,5.95,2.83,4.2,1.24,16.8385,5.208,2.1024734982332154,3.3870967741935485,1.4166666666666667,2.282258064516129,1.75,1.59,7.53,13.46,57.6,4.1034741378495365,2.282104292095346,3.2331989247311825
2,225.7,clay,6.75,3.49,6.36,1.61,23.5575,10.2396,1.9340974212034383,3.950310559006211,1.0613207547169812,2.1677018633540373,0.3899999999999997,1.88,11.48,5.67,71.72,4.853606906209031,3.199937499389637,2.300626977616313
2,145.9,loamy,6.98,2.85,5.85,1.88,19.893,10.998,2.449122807017544,3.1117021276595747,1.1931623931623934,1.5159574468085109,1.1300000000000008,0.9700000000000002,11.72,9.03,71.2,4.4601569479111385,3.316323265304515,1.808783415166394
0,188.5,sandy,5.09,2.8,1.19,0.31,14.252,0.3689,1.8178571428571428,3.8387096774193545,4.277310924369748,9.032258064516128,3.9,2.49,4.94,17.66,46.89,3.775182114812476,0.6073713855624086,38.63377609108159
1,278.8,clay,6.42,2.98,4.21,1.26,19.1316,5.3046,2.1543624161073827,3.3412698412698414,1.5249406175771971,2.365079365079365,2.21,1.72,9.08,16.89,56.07,4.3739684498176254,2.303171726120308,3.606605587603213
1,92.9,clay,6.17,3.42,4.53,1.38,21.1014,6.2514,1.804093567251462,3.2826086956521743,1.3620309050772623,2.4782608695652177,1.6399999999999997,2.04,9.55,16.02,57.46,4.59362601873509,2.500279984321756,3.3754678951914765
2,78.2,clay,7.54,3.92,5.39,2.02,29.5568,10.8878,1.923469387755102,2.668316831683168,1.3988868274582562,1.9405940594059403,2.1500000000000004,1.9,11.06,8.75,74.04,5.436616594905328,3.2996666498299487,2.714671467146715
0,246.7,sandy,4.57,3.12,1.56,0.24,14.258400000000002,0.3744,1.46474358974359,6.500000000000001,2.92948717948718,13.000000000000002,3.01,2.88,4.94,22.05,56.74,3.776029660900455,0.6118823416311342,38.083333333333336
1,189.8,clay,6.33,3.23,4.99,1.06,20.4459,5.2894000000000005,1.959752321981424,4.7075471698113205,1.2685370741482966,3.0471698113207544,1.34,2.17,10.18,13.91,49.03,4.521714276687549,2.299869561518653,3.865447876885847
0,139.2,clay,4.88,3.27,1.49,0.35,15.9576,0.5215,1.492354740061162,4.257142857142857,3.2751677852348995,9.342857142857143,3.39,2.92,4.31,20.93,58.91,3.9946964840898738,0.7221495689952324,30.59942473633749
2,52.3,sandy,8.03,3.01,5.81,2.02,24.1703,11.7362,2.6677740863787376,2.876237623762376,1.3820998278829604,1.49009900990099,2.22,0.9899999999999998,13.1,7.75,76.12,4.916329931971612,3.42581377193799,2.059465585112728
1,64.3,clay,6.01,3.2,3.43,1.01,19.232,3.4643,1.878125,3.396039603960396,1.7521865889212829,3.1683168316831685,2.58,2.1900000000000004,8.3,17.04,64.43,4.385430423573038,1.8612630120431664,5.551482261928816
2,187.7,clay,5.99,3.49,5.78,2.19,20.9051,12.6582,1.7163323782234956,2.6392694063926943,1.0363321799307958,1.5936073059360731,0.2099999999999999,1.3000000000000005,13.42,7.84,74.08,4.572209531506622,3.5578364211975795,1.6515065333143732
2,93.2,sandy,6.28,2.97,6.1,1.56,18.6516,9.516,2.114478114478114,3.9102564102564097,1.0295081967213116,1.903846153846154,0.1800000000000006,1.41,10.11,6.43,70.97,4.318749819102746,3.084801452281816,1.9600252206809583
2,264.8,loamy,7.05,3.3,5.12,2.25,23.265,11.52,2.136363636363636,2.275555555555556,1.376953125,1.4666666666666666,1.93,1.0499999999999998,10.32,11.44,59.37,4.823380557244057,3.394112549695428,2.01953125
1,108.9,clay,6.37,2.08,4.6,1.21,13.2496,5.566,3.0625,3.8016528925619832,1.3847826086956525,1.71900826446281,1.7700000000000005,0.8700000000000001,7.61,17.47,60.4,3.64,2.3592371648479937,2.380452748832196
2,201.3,loamy,6.35,3.25,6.28,2.07,20.6375,12.9996,1.9538461538461536,3.033816425120773,1.0111464968152866,1.570048309178744,0.0699999999999994,1.1800000000000002,13.26,10.12,85.24,4.542851527399943,3.605495805017668,1.5875488476568511
0,194.3,clay,4.82,3.98,1.48,0.33,19.1836,0.4884,1.2110552763819096,4.484848484848484,3.256756756756757,12.06060606060606,3.3400000000000003,3.65,4.65,17.61,52.28,4.379908674847,0.698856208386246,39.27846027846028
2,242.6,sandy,6.89,2.87,5.41,1.85,19.7743,10.008500000000002,2.400696864111498,2.924324324324324,1.2735674676524953,1.5513513513513513,1.4799999999999995,1.02,10.58,10.3,84.78,4.446830331820633,3.1636213427020627,1.975750611979817
1,106.7,clay,5.29,2.73,5.14,1.44,14.4417,7.401599999999999,1.9377289377289375,3.569444444444444,1.029182879377432,1.8958333333333333,0.1500000000000003,1.29,7.39,12.34,68.0,3.8002236776274105,2.720588171701112,1.951159208819715
0,287.2,loamy,4.98,2.72,1.46,0.16,13.545600000000002,0.2336,1.8308823529411764,9.125,3.4109589041095894,17.0,3.5200000000000005,2.56,4.68,15.35,53.06,3.680434756927502,0.4833218389437829,57.98630136986302
0,152.6,clay,4.99,3.43,1.39,0.55,17.1157,0.7645,1.4548104956268222,2.527272727272727,3.589928057553957,6.236363636363636,3.6000000000000005,2.88,5.25,24.54,62.43,4.137112519620418,0.8743569065318807,22.38809679529104
1,105.4,clay,7.24,2.94,4.36,1.18,21.2856,5.1448,2.462585034013605,3.694915254237289,1.6605504587155964,2.4915254237288136,2.88,1.76,7.46,12.83,65.28,4.613631974919542,2.2682151573428837,4.137303685274452
1,110.0,loamy,5.73,2.99,3.63,1.51,17.132700000000003,5.4813,1.9163879598662208,2.403973509933775,1.578512396694215,1.980132450331126,2.1000000000000005,1.4800000000000002,7.79,15.79,65.07,4.139166582779679,2.341217631917204,3.1256636199441745
2,141.3,sandy,6.96,2.73,5.36,2.05,19.0008,10.988,2.5494505494505493,2.614634146341464,1.2985074626865671,1.3317073170731708,1.5999999999999996,0.6800000000000002,11.38,6.07,73.96,4.358990708868281,3.314815228636432,1.7292318893338186
0,141.8,loamy,5.17,3.71,1.81,0.52,19.1807,0.9412,1.3935309973045822,3.480769230769231,2.8563535911602207,7.134615384615384,3.36,3.19,4.92,20.18,55.49,4.379577605203497,0.9701546268507923,20.378984275393112
0,62.8,clay,5.28,4.12,1.53,0.27,21.7536,0.4131,1.2815533980582523,5.666666666666666,3.450980392156863,15.25925925925926,3.75,3.85,4.32,24.06,55.45,4.664075471087491,0.6427285585688565,52.65940450254176
0,172.2,loamy,4.94,3.19,1.4,0.26,15.7586,0.364,1.54858934169279,5.384615384615384,3.528571428571429,12.269230769230768,3.5400000000000005,2.93,5.11,15.68,43.48,3.9697103168871153,0.6033241251599343,43.29285714285714
1,223.2,sandy,5.15,2.61,4.23,1.29,13.4415,5.4567000000000005,1.9731800766283527,3.2790697674418605,1.2174940898345152,2.0232558139534884,0.92,1.3199999999999998,8.75,11.46,73.67,3.66626512952896,2.335958047568492,2.463301995711693
2,117.6,loamy,6.28,2.65,4.81,1.88,16.642,9.042799999999998,2.3698113207547173,2.5585106382978724,1.3056133056133057,1.4095744680851063,1.4700000000000006,0.77,10.28,10.69,68.54,4.079460748677453,3.007124872698172,1.840359180784713
2,95.7,loamy,7.63,3.11,5.96,2.03,23.7293,12.0988,2.453376205787781,2.9359605911330053,1.2802013422818792,1.5320197044334976,1.67,1.08,13.63,8.84,69.92,4.871272934254454,3.4783329340360734,1.9612936820180515
2,168.4,loamy,7.46,3.21,4.98,1.97,23.9466,9.8106,2.32398753894081,2.527918781725889,1.497991967871486,1.6294416243654823,2.4799999999999995,1.24,13.9,11.25,77.31,4.893526335884992,3.1321877338371658,2.440890465414959
1,170.6,sandy,5.68,2.14,3.72,0.96,12.1552,3.5712,2.654205607476636,3.875,1.5268817204301073,2.229166666666667,1.9599999999999995,1.1800000000000002,6.29,15.2,70.12,3.486430839698387,1.8897618897628348,3.403673835125448
2,296.1,clay,6.86,3.13,5.3,2.44,21.4718,12.932,2.191693290734825,2.172131147540984,1.2943396226415096,1.2827868852459017,1.5600000000000005,0.69,9.66,8.93,67.75,4.633767365761902,3.596109008358896,1.660361892978658
0,256.0,loamy,4.94,3.59,1.58,0.25,17.7346,0.395,1.3760445682451254,6.32,3.126582278481013,14.36,3.3600000000000003,3.34,4.53,18.72,52.84,4.211246846243996,0.6284902544988268,44.89772151898734
0,281.2,clay,4.6,3.71,1.59,0.49,17.066,0.7791,1.2398921832884096,3.2448979591836737,2.893081761006289,7.571428571428571,3.01,3.22,5.57,20.66,59.15,4.1311015480135564,0.8826664149042944,21.9047619047619
0,63.2,sandy,5.02,3.13,1.91,0.35,15.712599999999998,0.6685,1.6038338658146964,5.457142857142857,2.6282722513089003,8.942857142857143,3.1099999999999994,2.78,5.76,22.39,45.39,3.963912208916842,0.817618492941543,23.504263275991025
1,205.0,sandy,5.44,2.59,4.3,1.15,14.0896,4.944999999999999,2.1003861003861006,3.739130434782609,1.2651162790697676,2.252173913043478,1.1400000000000006,1.44,9.27,16.58,67.18,3.753611594184993,2.2237355957937086,2.849261880687564
2,203.3,clay,6.04,3.08,5.49,2.58,18.6032,14.1642,1.961038961038961,2.1279069767441863,1.1001821493624773,1.193798449612403,0.5499999999999998,0.5,11.23,10.3,65.66,4.313142705730939,3.763535571772904,1.3133957442001667
2,251.5,loamy,6.7,3.33,4.63,1.94,22.311,8.982199999999999,2.012012012012012,2.38659793814433,1.4470842332613392,1.7164948453608249,2.0700000000000003,1.39,7.96,10.8,56.34,4.723452127416981,2.997031865029132,2.4839126271960104
0,165.2,loamy,4.73,4.07,1.46,0.41,19.251100000000005,0.5985999999999999,1.1621621621621625,3.5609756097560976,3.239726027397261,9.926829268292684,3.2700000000000005,3.66,4.98,25.03,50.42,4.3876075485394095,0.773692445355388,32.16020715001672
2,218.3,sandy,6.16,2.23,5.01,1.58,13.7368,7.9158,2.7623318385650224,3.1708860759493667,1.2295409181636727,1.4113924050632911,1.1500000000000004,0.6499999999999999,10.81,12.11,70.95,3.70631892853273,2.813503154432211,1.7353647136107533
2,127.5,clay,6.41,3.7,5.0,1.28,23.717,6.4,1.7324324324324325,3.90625,1.282,2.890625,1.41,2.42,10.62,9.3,64.94,4.870010266929629,2.5298221281347035,3.70578125
0,154.7,clay,4.85,3.68,1.53,0.36,17.848,0.5508,1.3179347826086956,4.25,3.169934640522876,10.222222222222223,3.3199999999999994,3.3200000000000003,4.95,22.22,46.98,4.2246893376909975,0.7421590126111789,32.40377632534496
0,287.0,clay,4.45,4.1,1.57,0.55,18.245,0.8635000000000002,1.0853658536585369,2.8545454545454545,2.8343949044585988,7.454545454545453,2.88,3.55,4.83,23.17,54.33,4.271416626834708,0.9292470069900683,21.12912565141864
2,237.2,loamy,6.0,2.64,5.28,1.58,15.84,8.342400000000001,2.2727272727272725,3.3417721518987342,1.1363636363636362,1.6708860759493671,0.7199999999999998,1.06,11.66,9.56,65.33,3.97994974842648,2.888321311765712,1.8987341772151896
1,160.5,clay,5.0,2.79,3.93,1.31,13.95,5.148300000000001,1.7921146953405018,3.0,1.272264631043257,2.1297709923664123,1.0699999999999998,1.48,7.37,12.06,55.36,3.73496987939662,2.268986557915229,2.7096323058096843
0,297.3,loamy,4.96,3.61,1.64,0.34,17.9056,0.5576,1.373961218836565,4.823529411764706,3.024390243902439,10.617647058823527,3.3200000000000003,3.27,5.42,19.52,47.55,4.231500915750817,0.7467261881037788,32.111908177905306
1,264.3,sandy,5.23,2.37,4.75,1.35,12.3951,6.4125000000000005,2.2067510548523206,3.518518518518518,1.1010526315789475,1.7555555555555555,0.4800000000000004,1.02,9.58,17.6,58.06,3.5206675503375777,2.53229145242012,1.9329590643274852
0,112.2,sandy,5.19,2.55,1.64,0.29,13.2345,0.4755999999999999,2.035294117647059,5.655172413793103,3.164634146341464,8.793103448275861,3.5500000000000007,2.26,4.89,20.88,48.53,3.637925232876564,0.6896375859826667,27.826955424726663
2,51.8,clay,7.3,3.96,5.84,1.9,28.908,11.096,1.8434343434343436,3.073684210526316,1.25,2.0842105263157897,1.46,2.06,9.65,10.34,64.66,5.376616036132765,3.331065895475501,2.6052631578947367
2,175.5,loamy,6.13,3.21,5.34,1.79,19.6773,9.5586,1.909657320872274,2.983240223463687,1.147940074906367,1.7932960893854748,0.79,1.42,10.79,11.15,70.71,4.435910278623768,3.091698562279318,2.058596447178457
0,296.5,loamy,4.96,3.21,1.53,0.27,15.9216,0.4131,1.5451713395638629,5.666666666666666,3.241830065359477,11.888888888888888,3.43,2.94,4.73,23.51,55.76,3.990187965497365,0.6427285585688565,38.54175744371823
1,162.2,sandy,5.25,2.77,4.43,1.15,14.5425,5.094499999999999,1.895306859205776,3.8521739130434782,1.1851015801354403,2.4086956521739133,0.8200000000000003,1.62,8.07,10.06,58.78,3.813462993133669,2.257099909175489,2.854549023456669
1,248.5,sandy,5.39,1.95,5.15,1.14,10.5105,5.871,2.764102564102564,4.517543859649123,1.0466019417475727,1.710526315789474,0.2399999999999993,0.81,9.74,12.83,54.78,3.241990129534635,2.423014651214474,1.790240163515585
2,260.6,sandy,7.21,2.78,4.75,1.56,20.0438,7.41,2.5935251798561154,3.0448717948717947,1.5178947368421052,1.782051282051282,2.46,1.2199999999999998,10.79,9.36,70.99,4.477030265700691,2.72213151776324,2.7049662618083667
1,72.2,clay,6.96,2.74,3.68,1.23,19.070400000000003,4.5264,2.54014598540146,2.9918699186991877,1.891304347826087,2.227642276422765,3.28,1.5100000000000002,7.5,12.04,61.72,4.366966910797471,2.127533783515552,4.2131495227995766
0,156.2,clay,5.04,4.16,1.56,0.36,20.9664,0.5616,1.2115384615384617,4.333333333333334,3.230769230769231,11.555555555555555,3.48,3.8,5.65,20.09,49.59,4.578908166801339,0.7493997598078078,37.333333333333336
2,107.0,clay,6.65,2.54,6.08,1.75,16.891000000000002,10.64,2.6181102362204727,3.474285714285714,1.09375,1.4514285714285715,0.5700000000000003,0.79,14.22,11.39,67.97,4.109866177870029,3.2619012860600183,1.5875
1,78.2,sandy,6.76,2.2,4.58,0.86,14.872,3.9388,3.0727272727272723,5.325581395348838,1.4759825327510916,2.558139534883721,2.18,1.3400000000000003,5.72,14.91,62.92,3.856423213289745,1.984641025475388,3.7757692698283742
2,171.6,loamy,6.72,2.44,5.96,1.69,16.3968,10.0724,2.7540983606557377,3.5266272189349115,1.12751677852349,1.4437869822485208,0.7599999999999998,0.75,7.68,11.13,76.99,4.049296235150004,3.1737044600907627,1.627894047099003
1,287.6,clay,5.68,3.49,5.2,1.71,19.8232,8.892,1.627507163323782,3.04093567251462,1.0923076923076922,2.04093567251462,0.4799999999999995,1.7800000000000002,9.07,15.37,61.07,4.452325235200142,2.9819456735494025,2.2293297345928926
1,248.9,sandy,6.28,2.76,3.97,1.35,17.3328,5.359500000000001,2.27536231884058,2.9407407407407407,1.5818639798488665,2.0444444444444443,2.31,1.4099999999999997,10.03,15.31,56.42,4.163267947178034,2.315059394486457,3.234033025468793
2,152.5,sandy,7.61,2.6,5.14,1.75,19.786,8.995,2.9269230769230767,2.937142857142857,1.480544747081712,1.4857142857142858,2.4700000000000006,0.8500000000000001,9.38,9.9,72.32,4.448145681067562,2.9991665508937646,2.199666481378544
2,115.6,clay,7.27,3.44,5.71,1.69,25.0088,9.6499,2.113372093023256,3.378698224852071,1.2732049036777582,2.035502958579882,1.5599999999999996,1.75,12.5,11.4,77.2,5.000879922573626,3.106428817790615,2.59161234831449
1,98.4,loamy,6.24,2.63,4.61,1.2,16.4112,5.532,2.372623574144487,3.8416666666666672,1.353579175704989,2.191666666666667,1.63,1.43,7.39,14.95,58.46,4.051073931687744,2.352020408074726,2.966594360086768
1,242.2,sandy,5.09,1.81,5.44,1.01,9.2129,5.494400000000001,2.8121546961325965,5.3861386138613865,0.9356617647058822,1.792079207920792,-0.3500000000000005,0.8,9.38,12.47,60.26,3.03527593473806,2.344013651837378,1.676779994175888
1,280.2,sandy,5.55,2.26,4.33,1.07,12.543,4.633100000000001,2.4557522123893807,4.046728971962617,1.28175519630485,2.11214953271028,1.2199999999999998,1.1899999999999995,8.02,10.57,57.4,3.5416098034650854,2.1524637046881883,2.707258638924262
1,245.3,loamy,5.44,3.22,4.36,1.52,17.516800000000003,6.6272,1.68944099378882,2.868421052631579,1.2477064220183487,2.118421052631579,1.08,1.7000000000000002,10.18,17.43,58.64,4.185307635049066,2.574334865552654,2.6431675519072915
0,218.0,clay,4.52,3.95,1.91,0.42,17.854,0.8021999999999999,1.1443037974683543,4.547619047619048,2.3664921465968587,9.404761904761903,2.6099999999999994,3.53,5.89,19.5,53.67,4.225399389406876,0.8956561840349231,22.25629518823236
1,275.8,clay,5.73,2.81,4.4,0.98,16.101300000000002,4.312,2.03914590747331,4.489795918367348,1.3022727272727272,2.86734693877551,1.33,1.83,9.11,12.08,58.93,4.0126425208333725,2.0765355763867857,3.7340677179962896
0,260.9,loamy,4.58,3.75,1.53,0.23,17.175,0.3519,1.2213333333333334,6.652173913043479,2.9934640522875817,16.304347826086957,3.05,3.52,5.03,20.02,58.41,4.14427315702042,0.5932115979985557,48.80647911338448
2,97.9,loamy,7.08,2.73,6.72,1.9,19.3284,12.768,2.593406593406593,3.536842105263158,1.0535714285714286,1.436842105263158,0.3600000000000003,0.8300000000000001,10.16,10.78,73.31,4.396407624413369,3.573233829460367,1.513815789473684
2,73.6,clay,6.79,3.25,4.72,2.26,22.0675,10.667199999999998,2.089230769230769,2.088495575221239,1.4385593220338984,1.4380530973451329,2.0700000000000003,0.9900000000000002,13.13,9.16,74.39,4.697605773157215,3.2660679723484014,2.068724688765562
2,99.7,sandy,5.42,2.9,6.01,1.67,15.718,10.0367,1.8689655172413795,3.5988023952095807,0.9018302828618968,1.7365269461077844,-0.5899999999999999,1.23,14.04,12.59,71.15,3.964593295660981,3.1680751253718715,1.5660525870056892
0,88.4,loamy,5.41,3.3,1.0,0.18,17.852999999999998,0.18,1.6393939393939396,5.555555555555555,5.41,18.33333333333333,4.41,3.12,4.11,20.32,45.74,4.2252810557405525,0.4242640687119285,99.18333333333332
1,236.1,sandy,6.33,2.49,4.49,1.04,15.7617,4.6696,2.542168674698795,4.3173076923076925,1.4097995545657016,2.394230769230769,1.84,1.4500000000000002,8.61,16.66,48.41,3.970100754388987,2.160925727552893,3.375385471989036
1,284.6,sandy,5.35,2.5,4.3,1.31,13.375,5.633,2.14,3.282442748091603,1.244186046511628,1.9083969465648851,1.0499999999999998,1.19,8.42,17.15,57.83,3.657184709581948,2.373394193976213,2.3744008521214277
2,68.6,loamy,7.18,3.13,6.04,2.05,22.4734,12.382,2.293929712460064,2.9463414634146345,1.1887417218543046,1.526829268292683,1.1399999999999997,1.08,11.47,10.93,70.98,4.740611774866193,3.5188066158855618,1.815005653367792
2,130.2,clay,7.41,3.32,4.85,2.3,24.6012,11.154999999999998,2.2319277108433737,2.108695652173913,1.527835051546392,1.443478260869565,2.5600000000000005,1.02,10.69,14.21,70.78,4.959959677255451,3.339910178432947,2.2053966831017484
1,175.7,loamy,5.39,2.8,3.6,1.19,15.092,4.284,1.925,3.025210084033614,1.497222222222222,2.3529411764705883,1.7899999999999996,1.61,6.18,15.96,69.7,3.8848423391432494,2.0697825972792407,3.522875816993464
2,72.7,sandy,5.79,2.66,5.83,1.88,15.4014,10.9604,2.1766917293233083,3.1010638297872344,0.9931389365351628,1.4148936170212767,-0.04,0.7800000000000002,11.85,9.62,65.46,3.924461746532893,3.3106494831075066,1.4051859421189008
1,224.3,clay,6.05,3.13,4.45,1.44,18.9365,6.408,1.9329073482428116,3.090277777777778,1.3595505617977528,2.173611111111111,1.5999999999999996,1.69,8.51,19.31,60.75,4.351608897867546,2.5314027731674784,2.955134207240949
0,284.4,sandy,4.72,2.64,1.34,0.25,12.4608,0.335,1.7878787878787876,5.36,3.522388059701492,10.56,3.38,2.39,4.75,16.86,50.37,3.529985835665633,0.5787918451395113,37.19641791044776
2,257.0,clay,7.02,3.5,6.02,2.07,24.57,12.461399999999998,2.005714285714286,2.908212560386473,1.1661129568106312,1.6908212560386475,1.0,1.4300000000000002,12.48,9.53,54.62,4.956813492557492,3.530070820819321,1.9716885743174928
0,63.2,sandy,5.11,2.96,1.66,0.37,15.1256,0.6142,1.7263513513513515,4.486486486486486,3.0783132530120487,8.0,3.45,2.59,5.62,20.96,43.41,3.8891644346825966,0.7837091297158659,24.626506024096383
0,132.3,clay,5.3,3.77,1.73,0.24,19.981,0.4151999999999999,1.4058355437665782,7.208333333333334,3.0635838150289016,15.708333333333334,3.57,3.53,4.7,17.32,56.91,4.470011185668331,0.6443601477434805,48.123795761079
1,129.0,sandy,7.31,2.59,5.2,1.04,18.9329,5.408,2.8223938223938223,5.0,1.4057692307692309,2.490384615384615,2.1099999999999994,1.5499999999999998,6.98,19.34,59.51,4.351195238092632,2.3255106965997814,3.5009060650887567
2,191.6,clay,6.47,2.85,6.05,2.13,18.4395,12.8865,2.270175438596491,2.84037558685446,1.0694214876033057,1.3380281690140847,0.4199999999999999,0.7200000000000002,13.09,11.8,68.17,4.294123892018021,3.5897771518577586,1.4309160749621697
2,254.2,loamy,5.88,3.41,5.57,1.99,20.0508,11.0843,1.724340175953079,2.798994974874372,1.0556552962298025,1.71356783919598,0.3099999999999996,1.4200000000000002,12.32,7.0,74.73,4.477811965681453,3.3293092376647744,1.8089369648962943
0,64.6,sandy,5.21,3.41,1.54,0.2,17.7661,0.308,1.5278592375366569,7.7,3.383116883116883,17.05,3.67,3.21,5.28,19.45,49.75,4.214985171978663,0.5549774770204644,57.68214285714285
0,241.7,loamy,5.01,3.02,1.34,0.22,15.1302,0.2948,1.6589403973509933,6.090909090909091,3.7388059701492535,13.727272727272728,3.67,2.8,5.06,22.82,39.53,3.8897557763952224,0.5429548784199291,51.3236092265943
2,265.7,loamy,6.98,2.58,5.13,2.15,18.0084,11.0295,2.705426356589147,2.386046511627907,1.3606237816764133,1.2000000000000002,1.8500000000000003,0.4300000000000001,12.55,11.41,86.13,4.243630521145779,3.321069104972072,1.6327485380116962
2,57.8,sandy,6.85,2.65,5.48,1.75,18.1525,9.59,2.5849056603773586,3.131428571428572,1.2499999999999998,1.5142857142857142,1.3699999999999992,0.8999999999999999,11.33,11.54,70.22,4.260575078554537,3.0967725134404045,1.8928571428571428
1,125.9,clay,5.89,2.81,4.62,1.2,16.5509,5.544,2.096085409252669,3.85,1.2748917748917747,2.341666666666667,1.2699999999999996,1.61,8.45,13.9,54.98,4.068279734728181,2.3545700244418297,2.9853715728715726
2,177.3,sandy,6.95,2.43,5.38,1.42,16.8885,7.6396,2.860082304526749,3.7887323943661975,1.29182156133829,1.711267605633803,1.5700000000000005,1.0100000000000002,9.39,11.52,71.09,4.109562020459115,2.7639826338094093,2.210652390177496
2,80.6,clay,6.79,3.25,5.53,2.49,22.0675,13.769700000000002,2.089230769230769,2.2208835341365463,1.2278481012658229,1.3052208835341363,1.2599999999999998,0.7599999999999998,12.03,12.35,73.15,4.697605773157215,3.7107546402315528,1.6026129835798888
0,226.8,clay,4.21,3.38,1.73,0.26,14.2298,0.4498,1.2455621301775148,6.653846153846153,2.433526011560694,13.0,2.48,3.12,4.78,16.53,52.17,3.772240713422196,0.6706713054842887,31.63583815028901
1,181.7,clay,5.96,3.03,3.63,1.3,18.0588,4.719,1.966996699669967,2.792307692307692,1.6418732782369143,2.3307692307692305,2.33,1.7299999999999998,7.69,18.71,53.54,4.249564683588191,2.172325942394465,3.826827717736808
2,94.1,clay,7.74,3.48,6.52,2.31,26.9352,15.0612,2.2241379310344827,2.8225108225108224,1.187116564417178,1.5064935064935066,1.2200000000000006,1.17,12.34,5.95,65.28,5.189913294073419,3.8808761897282937,1.7883833957453592
1,127.1,sandy,4.91,2.32,4.12,0.78,11.3912,3.2136,2.116379310344828,5.282051282051282,1.191747572815534,2.974358974358974,0.79,1.5399999999999998,5.2,15.02,52.39,3.3750851841101728,1.7926516672237247,3.5446850883744085
2,97.8,clay,6.83,3.05,6.58,2.6,20.8315,17.108,2.239344262295082,2.5307692307692307,1.0379939209726443,1.173076923076923,0.25,0.4499999999999997,14.15,10.34,65.38,4.564153809853476,4.136181814185639,1.2176467149871404
1,205.6,clay,5.7,2.5,4.31,1.38,14.25,5.947799999999999,2.28,3.1231884057971016,1.322505800464037,1.8115942028985508,1.3900000000000006,1.12,8.17,17.32,56.0,3.774917217635375,2.438811185803444,2.3958438414203576
0,146.4,loamy,4.33,3.77,1.87,0.2,16.3241,0.374,1.1485411140583557,9.35,2.3155080213903743,18.85,2.46,3.57,5.63,17.95,52.32,4.040309394093478,0.6115553940568262,43.64732620320855
2,242.8,loamy,7.27,3.4,6.35,1.52,24.718,9.652,2.138235294117647,4.177631578947368,1.1448818897637796,2.236842105263158,0.92,1.88,9.26,13.71,73.3,4.971720024297426,3.106766808114185,2.5609200165768757
2,79.9,loamy,8.14,2.73,5.51,2.08,22.2222,11.4608,2.9816849816849818,2.649038461538461,1.4773139745916517,1.3125,2.630000000000001,0.6499999999999999,12.74,14.77,76.41,4.714042850887124,3.385380333138361,1.9389745916515424
0,263.1,clay,5.01,4.27,1.55,0.28,21.3927,0.434,1.1733021077283372,5.535714285714286,3.2322580645161287,15.249999999999996,3.46,3.9899999999999993,5.26,20.19,49.28,4.625224318884436,0.6587867636800242,49.29193548387096
